id,query,scholar_name,scholar_urdu,scholar_born,scholar_country,scholar_languages,scholar_specialization,scholar_known_for,scholar_books,scholar_youtube,scholar_followers_millions,scholar_style,scholar_audience,category,topic,intent,language,answer,label,label_id
78,Israr Ahmed ki Tafsir par taqreer,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",lectures,Tafsir,lecture_search,english,"Israr Ahmed ke Tafsir par bohat ache bayans hain. Aap unka YouTube channel 'Dr Israr Ahmed Official' pe dekh sakte hain. Unke approximately 3.2 million followers hain. Unka style Academic/Revolutionary hai jo Educated Muslims, Youth ko pasand hai.",Israr Ahmed,2
79,Where to watch Israr Ahmed lectures?,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",lectures,Khilafah,lecture_search,english,"Israr Ahmed ke Khilafah par bohat ache bayans hain. Aap unka YouTube channel 'Dr Israr Ahmed Official' pe dekh sakte hain. Unke approximately 3.2 million followers hain. Unka style Academic/Revolutionary hai jo Educated Muslims, Youth ko pasand hai.",Israr Ahmed,2
80,Israr Ahmed ka mashhoor bayan,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",lectures,Iman,lecture_search,english,"Israr Ahmed ke Iman par bohat ache bayans hain. Aap unka YouTube channel 'Dr Israr Ahmed Official' pe dekh sakte hain. Unke approximately 3.2 million followers hain. Unka style Academic/Revolutionary hai jo Educated Muslims, Youth ko pasand hai.",Israr Ahmed,2
81,Israr Ahmed ki kitabein kaun si hain?,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",books,Iman,recommendation,english,"Israr Ahmed ki mashoor kitabein hain: Bayan ul Quran, Islam Aur Pakistan, Tahreek e Islami. Yeh kitabein Quran Tafsir, Islamic Revival ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Israr Ahmed,2
82,Israr Ahmed books list,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",books,Iman,recommendation,english,"Israr Ahmed ki mashoor kitabein hain: Bayan ul Quran, Islam Aur Pakistan, Tahreek e Islami. Yeh kitabein Quran Tafsir, Islamic Revival ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Israr Ahmed,2
83,اسرار احمد ki best book recommend karo,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",books,Quran,recommendation,english,"Israr Ahmed ki mashoor kitabein hain: Bayan ul Quran, Islam Aur Pakistan, Tahreek e Islami. Yeh kitabein Quran Tafsir, Islamic Revival ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Israr Ahmed,2
84,Israr Ahmed written works,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",books,Iman,recommendation,english,"Israr Ahmed ki mashoor kitabein hain: Bayan ul Quran, Islam Aur Pakistan, Tahreek e Islami. Yeh kitabein Quran Tafsir, Islamic Revival ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Israr Ahmed,2
85,Israr Ahmed ki Jihad bil Nafs par likhi kitab,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",books,Jihad bil Nafs,recommendation,english,"Israr Ahmed ki mashoor kitabein hain: Bayan ul Quran, Islam Aur Pakistan, Tahreek e Islami. Yeh kitabein Quran Tafsir, Islamic Revival ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Israr Ahmed,2
86,"Mujhe Quran ke barey mein sunna hai, kaun sa scholar best hai?",Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",recommendation,Quran,recommendation,english,"Quran ke liye Israr Ahmed (اسرار احمد) best choice hain. Woh is topic mein Quran Tafsir, Islamic Revival ke expert hain. Unka YouTube channel 'Dr Israr Ahmed Official' pe bohat content available hai. Unka andaz Academic/Revolutionary hai.",Israr Ahmed,2
87,Best scholar for Islamic State,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",recommendation,Islamic State,recommendation,english,"Islamic State ke liye Israr Ahmed (اسرار احمد) best choice hain. Woh is topic mein Quran Tafsir, Islamic Revival ke expert hain. Unka YouTube channel 'Dr Israr Ahmed Official' pe bohat content available hai. Unka andaz Academic/Revolutionary hai.",Israr Ahmed,2
88,Islamic State ke liye kon sunoon?,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",recommendation,Islamic State,recommendation,english,"Islamic State ke liye Israr Ahmed (اسرار احمد) best choice hain. Woh is topic mein Quran Tafsir, Islamic Revival ke expert hain. Unka YouTube channel 'Dr Israr Ahmed Official' pe bohat content available hai. Unka andaz Academic/Revolutionary hai.",Israr Ahmed,2
89,Recommend me a scholar for Quran,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",recommendation,Quran,recommendation,english,"Quran ke liye Israr Ahmed (اسرار احمد) best choice hain. Woh is topic mein Quran Tafsir, Islamic Revival ke expert hain. Unka YouTube channel 'Dr Israr Ahmed Official' pe bohat content available hai. Unka andaz Academic/Revolutionary hai.",Israr Ahmed,2
90,Jihad bil Nafs par kaun se alim sunoon?,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",recommendation,Jihad bil Nafs,recommendation,english,"Jihad bil Nafs ke liye Israr Ahmed (اسرار احمد) best choice hain. Woh is topic mein Quran Tafsir, Islamic Revival ke expert hain. Unka YouTube channel 'Dr Israr Ahmed Official' pe bohat content available hai. Unka andaz Academic/Revolutionary hai.",Israr Ahmed,2
91,Israr Ahmed aur Tariq Jameel mein farq kya hai?,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",comparison,Quran,comparison,english,"Israr Ahmed aur Tariq Jameel dono ache scholars hain lekin alag style rakhte hain. Israr Ahmed ka andaz Academic/Revolutionary hai aur Educated Muslims, Youth ke liye best hai. Tariq Jameel ka andaz Emotional hai aur General Muslim Public ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Israr Ahmed,2
92,Israr Ahmed vs Ibtasim Illahi Zaheer style,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",comparison,Quran,comparison,english,"Israr Ahmed aur Ibtasim Illahi Zaheer dono ache scholars hain lekin alag style rakhte hain. Israr Ahmed ka andaz Academic/Revolutionary hai aur Educated Muslims, Youth ke liye best hai. Ibtasim Illahi Zaheer ka andaz Scholarly/Analytical hai aur Religious Students, Scholars ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Israr Ahmed,2
93,Which is better Israr Ahmed or Zakir Naik?,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",comparison,Tafsir,comparison,english,"Israr Ahmed aur Zakir Naik dono ache scholars hain lekin alag style rakhte hain. Israr Ahmed ka andaz Academic/Revolutionary hai aur Educated Muslims, Youth ke liye best hai. Zakir Naik ka andaz Logical/Debate hai aur Non-Muslims, English Speaking Muslims ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Israr Ahmed,2
94,Israr Ahmed aur Ibtasim Illahi Zaheer ka aqeedah,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",comparison,Tafsir,comparison,english,"Israr Ahmed aur Ibtasim Illahi Zaheer dono ache scholars hain lekin alag style rakhte hain. Israr Ahmed ka andaz Academic/Revolutionary hai aur Educated Muslims, Youth ke liye best hai. Ibtasim Illahi Zaheer ka andaz Scholarly/Analytical hai aur Religious Students, Scholars ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Israr Ahmed,2
95,Israr Ahmed ne Iman par kya kaha?,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",topic,Iman,information,english,"Israr Ahmed ne Iman par bohat detail se baat ki hai. Unke is topic ke lectures 'Dr Israr Ahmed Official' pe available hain. Woh Quran Tafsir, Islamic Revival ke expert hain isliye unki baat qabil e amal hai.",Israr Ahmed,2
96,Israr Ahmed views on Tafsir,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",topic,Tafsir,information,english,"Israr Ahmed ne Tafsir par bohat detail se baat ki hai. Unke is topic ke lectures 'Dr Israr Ahmed Official' pe available hain. Woh Quran Tafsir, Islamic Revival ke expert hain isliye unki baat qabil e amal hai.",Israr Ahmed,2
97,اسرار احمد ka Iman ke barey mein lecture,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",topic,Iman,information,english,"Israr Ahmed ne Iman par bohat detail se baat ki hai. Unke is topic ke lectures 'Dr Israr Ahmed Official' pe available hain. Woh Quran Tafsir, Islamic Revival ke expert hain isliye unki baat qabil e amal hai.",Israr Ahmed,2
98,What does Israr Ahmed say about Islamic State?,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",topic,Islamic State,information,english,"Israr Ahmed ne Islamic State par bohat detail se baat ki hai. Unke is topic ke lectures 'Dr Israr Ahmed Official' pe available hain. Woh Quran Tafsir, Islamic Revival ke expert hain isliye unki baat qabil e amal hai.",Israr Ahmed,2
99,Israr Ahmed Iman explanation,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",topic,Iman,information,english,"Israr Ahmed ne Iman par bohat detail se baat ki hai. Unke is topic ke lectures 'Dr Israr Ahmed Official' pe available hain. Woh Quran Tafsir, Islamic Revival ke expert hain isliye unki baat qabil e amal hai.",Israr Ahmed,2
100,Zakir Naik ki zindagi ke barey mein batao,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",biography,Comparative Religion,information,english,"Zakir Naik (ذاکر نائک) 1965 mein India mein paida hue. Woh Comparative Religion, Dawah mein mahir hain. Woh Peace TV, IRF, memorizing religious scriptures, debates ke liye mashoor hain. Unka andaz Logical/Debate hai aur yeh Non-Muslims, English Speaking Muslims ke liye kaam karte hain.",Zakir Naik,3
101,Who is Zakir Naik?,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",biography,Bible Quran,information,english,"Zakir Naik (ذاکر نائک) 1965 mein India mein paida hue. Woh Comparative Religion, Dawah mein mahir hain. Woh Peace TV, IRF, memorizing religious scriptures, debates ke liye mashoor hain. Unka andaz Logical/Debate hai aur yeh Non-Muslims, English Speaking Muslims ke liye kaam karte hain.",Zakir Naik,3
102,ذاکر نائک kab paida hue?,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",biography,Non Muslim Dawah,information,english,"Zakir Naik (ذاکر نائک) 1965 mein India mein paida hue. Woh Comparative Religion, Dawah mein mahir hain. Woh Peace TV, IRF, memorizing religious scriptures, debates ke liye mashoor hain. Unka andaz Logical/Debate hai aur yeh Non-Muslims, English Speaking Muslims ke liye kaam karte hain.",Zakir Naik,3
103,Zakir Naik ka background kya hai?,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",biography,Women in Islam,information,english,"Zakir Naik (ذاکر نائک) 1965 mein India mein paida hue. Woh Comparative Religion, Dawah mein mahir hain. Woh Peace TV, IRF, memorizing religious scriptures, debates ke liye mashoor hain. Unka andaz Logical/Debate hai aur yeh Non-Muslims, English Speaking Muslims ke liye kaam karte hain.",Zakir Naik,3
104,Tell me about Zakir Naik,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",biography,Science Islam,information,english,"Zakir Naik (ذاکر نائک) 1965 mein India mein paida hue. Woh Comparative Religion, Dawah mein mahir hain. Woh Peace TV, IRF, memorizing religious scriptures, debates ke liye mashoor hain. Unka andaz Logical/Debate hai aur yeh Non-Muslims, English Speaking Muslims ke liye kaam karte hain.",Zakir Naik,3
105,ذاکر نائک ki family ke barey mein,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",biography,Non Muslim Dawah,information,english,"Zakir Naik (ذاکر نائک) 1965 mein India mein paida hue. Woh Comparative Religion, Dawah mein mahir hain. Woh Peace TV, IRF, memorizing religious scriptures, debates ke liye mashoor hain. Unka andaz Logical/Debate hai aur yeh Non-Muslims, English Speaking Muslims ke liye kaam karte hain.",Zakir Naik,3
106,Zakir Naik early life,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",biography,Comparative Religion,information,english,"Zakir Naik (ذاکر نائک) 1965 mein India mein paida hue. Woh Comparative Religion, Dawah mein mahir hain. Woh Peace TV, IRF, memorizing religious scriptures, debates ke liye mashoor hain. Unka andaz Logical/Debate hai aur yeh Non-Muslims, English Speaking Muslims ke liye kaam karte hain.",Zakir Naik,3
107,Zakir Naik ki best taqreer kaun si hai?,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",lectures,Non Muslim Dawah,lecture_search,english,"Zakir Naik ke Non Muslim Dawah par bohat ache bayans hain. Aap unka YouTube channel 'Dr Zakir Naik' pe dekh sakte hain. Unke approximately 22.0 million followers hain. Unka style Logical/Debate hai jo Non-Muslims, English Speaking Muslims ko pasand hai.",Zakir Naik,3
108,Zakir Naik lectures on Science Islam,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",lectures,Science Islam,lecture_search,english,"Zakir Naik ke Science Islam par bohat ache bayans hain. Aap unka YouTube channel 'Dr Zakir Naik' pe dekh sakte hain. Unke approximately 22.0 million followers hain. Unka style Logical/Debate hai jo Non-Muslims, English Speaking Muslims ko pasand hai.",Zakir Naik,3
109,ذاکر نائک ka bayan YouTube pe,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",lectures,Bible Quran,lecture_search,english,"Zakir Naik ke Bible Quran par bohat ache bayans hain. Aap unka YouTube channel 'Dr Zakir Naik' pe dekh sakte hain. Unke approximately 22.0 million followers hain. Unka style Logical/Debate hai jo Non-Muslims, English Speaking Muslims ko pasand hai.",Zakir Naik,3
110,Best Zakir Naik speech ever,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",lectures,Bible Quran,lecture_search,english,"Zakir Naik ke Bible Quran par bohat ache bayans hain. Aap unka YouTube channel 'Dr Zakir Naik' pe dekh sakte hain. Unke approximately 22.0 million followers hain. Unka style Logical/Debate hai jo Non-Muslims, English Speaking Muslims ko pasand hai.",Zakir Naik,3
111,Zakir Naik ki Bible Quran par taqreer,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",lectures,Bible Quran,lecture_search,english,"Zakir Naik ke Bible Quran par bohat ache bayans hain. Aap unka YouTube channel 'Dr Zakir Naik' pe dekh sakte hain. Unke approximately 22.0 million followers hain. Unka style Logical/Debate hai jo Non-Muslims, English Speaking Muslims ko pasand hai.",Zakir Naik,3
112,Where to watch Zakir Naik lectures?,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",lectures,Non Muslim Dawah,lecture_search,english,"Zakir Naik ke Non Muslim Dawah par bohat ache bayans hain. Aap unka YouTube channel 'Dr Zakir Naik' pe dekh sakte hain. Unke approximately 22.0 million followers hain. Unka style Logical/Debate hai jo Non-Muslims, English Speaking Muslims ko pasand hai.",Zakir Naik,3
113,Zakir Naik ka mashhoor bayan,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",lectures,Science Islam,lecture_search,english,"Zakir Naik ke Science Islam par bohat ache bayans hain. Aap unka YouTube channel 'Dr Zakir Naik' pe dekh sakte hain. Unke approximately 22.0 million followers hain. Unka style Logical/Debate hai jo Non-Muslims, English Speaking Muslims ko pasand hai.",Zakir Naik,3
114,Zakir Naik ki kitabein kaun si hain?,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",books,Bible Quran,recommendation,english,"Zakir Naik ki mashoor kitabein hain: The Quran and Modern Science, Is the Quran Gods Word. Yeh kitabein Comparative Religion, Dawah ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Zakir Naik,3
115,Zakir Naik books list,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",books,Women in Islam,recommendation,english,"Zakir Naik ki mashoor kitabein hain: The Quran and Modern Science, Is the Quran Gods Word. Yeh kitabein Comparative Religion, Dawah ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Zakir Naik,3
116,ذاکر نائک ki best book recommend karo,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",books,Science Islam,recommendation,english,"Zakir Naik ki mashoor kitabein hain: The Quran and Modern Science, Is the Quran Gods Word. Yeh kitabein Comparative Religion, Dawah ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Zakir Naik,3
117,Zakir Naik written works,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",books,Non Muslim Dawah,recommendation,english,"Zakir Naik ki mashoor kitabein hain: The Quran and Modern Science, Is the Quran Gods Word. Yeh kitabein Comparative Religion, Dawah ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Zakir Naik,3
118,Zakir Naik ki Bible Quran par likhi kitab,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",books,Bible Quran,recommendation,english,"Zakir Naik ki mashoor kitabein hain: The Quran and Modern Science, Is the Quran Gods Word. Yeh kitabein Comparative Religion, Dawah ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Zakir Naik,3
119,"Mujhe Women in Islam ke barey mein sunna hai, kaun sa scholar best hai?",Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",recommendation,Women in Islam,recommendation,english,"Women in Islam ke liye Zakir Naik (ذاکر نائک) best choice hain. Woh is topic mein Comparative Religion, Dawah ke expert hain. Unka YouTube channel 'Dr Zakir Naik' pe bohat content available hai. Unka andaz Logical/Debate hai.",Zakir Naik,3
